Departamento;Categoria;Subcategoria;Segmento;Subsegmento;Qtd_Codigos_Barras
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Enxaguante Bucal;Enxaguante Bucal Sensibilidade;5
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Enxaguante Bucal;Enxaguante Bucal Terapeutico;17
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Enxaguante Bucal;Enxaguante Bucal Tradicional;88
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Enxaguante Bucal;Espuma Bucal;1
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Dental Eletrica;6
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Dental Eletrica Refil;3
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Dental Kit;47
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Dental Ortodontica;5
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Dental Portatil;2
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Dental Tradicional;122
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Interdental;16
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Escova Dental;Escova Interdental Refil;4
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Fio E Fita Dental;Cera Ortodontica;3
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Fio E Fita Dental;Fio Dental;21
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Fio E Fita Dental;Fio Dental Flosser;11
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Fio E Fita Dental;Fita Dental;2
Higiene Pessoal;Higiene Bucal;Higiene Bucal Diaria;Fio E Fita Dental;Passa Fio Dental;2
Higiene Pessoal;Higiene Bucal;Higiene Bucal Protese;Fixador Protese;Fixador Protese Creme;19
Higiene Pessoal;Higiene Bucal;Higiene Bucal Protese;Fixador Protese;Fixador Protese Fita;1
Higiene Pessoal;Higiene Bucal;Higiene Bucal Protese;Fixador Protese;Fixador Protese Kit;3
Higiene Pessoal;Higiene Bucal;Higiene Bucal Protese;Fixador Protese;Fixador Protese Po;4
Higiene Pessoal;Higiene Bucal;Higiene Bucal Protese;Limpeza Protese;Escova Protese Dental;2
Higiene Pessoal;Higiene Bucal;Higiene Bucal Protese;Limpeza Protese;Limpeza Protese Tabs;3
Higiene Pessoal;Ornamentos E Acessorios;Organizadores;Kit Viagem;Kit Viagem;8
Higiene Pessoal;Ornamentos E Acessorios;Organizadores;Necessaire;Necesserie Femme;9
Higiene Pessoal;Ornamentos E Acessorios;Organizadores;Necessaire;Necesserie Masc;2
Higiene Pessoal;Preservativo E Lubrificante;Lubrificante Intimo;Lubrificante Intimo;Lubrificante Intimo;44
Higiene Pessoal;Preservativo E Lubrificante;Lubrificante Intimo;Lubrificante Intimo;Lubrificante Intimo Kmed;1
Higiene Pessoal;Preservativo E Lubrificante;Lubrificante Intimo;Lubrificante Intimo Sache;Lubrificante Intimo Sache;1
Higiene Pessoal;Preservativo E Lubrificante;Preservativo;Preservativo Lubrificado;Embalagem 1 Unidade;1
Higiene Pessoal;Preservativo E Lubrificante;Preservativo;Preservativo Lubrificado;Embalagem 12 Unidades;3
Higiene Pessoal;Preservativo E Lubrificante;Preservativo;Preservativo Lubrificado;Embalagem 2 Unidades;2
Higiene Pessoal;Preservativo E Lubrificante;Preservativo;Preservativo Lubrificado;Embalagem 3 Unidades;86
Higiene Pessoal;Preservativo E Lubrificante;Preservativo;Preservativo Lubrificado;Embalagem 4 Unidades;1
Higiene Pessoal;Preservativo E Lubrificante;Preservativo;Preservativo Lubrificado;Embalagem 6 Unidades;35
Higiene Pessoal;Preservativo E Lubrificante;Preservativo;Preservativo Lubrificado;Pack Promocional;11
Hospitalar;Descartaveis Saude;Materiais Descartaveis;Coleta De Residuo;Coletor Residuo Cortante;2
Hospitalar;Descartaveis Saude;Materiais Descartaveis;Material De Consumo;Abaixador De Lingua;1
Hospitalar;Materiais E Procedimentos;Exames E Implantes;Cuidados Ginecologicos;Diu Sem Hormonio;3
Hospitalar;Materiais E Procedimentos;Materiais Cirurgicos;Canulas E Sondas;Equipo E Scalp;1
Hospitalar;Materiais E Procedimentos;Materiais Cirurgicos;Procedimento Ostomia;Drenos E Coletores;1
Hospitalar;Medidores E Aplicadores;Agulhas E Seringas;Agulhas;Agulha Caneta Insulina;2
Hospitalar;Medidores E Aplicadores;Agulhas E Seringas;Agulhas;Agulha Seringa;14
Hospitalar;Medidores E Aplicadores;Agulhas E Seringas;Agulhas;Aliviador De Dor/Injecao;1
Hospitalar;Medidores E Aplicadores;Agulhas E Seringas;Seringa;Seringa;31
Hospitalar;Medidores E Aplicadores;Pressao Arterial;Medidor Pressao Arterial;Aparelho Pressao;1
Hospitalar;Medidores E Aplicadores;Pressao Arterial;Medidor Pressao Arterial;Aparelho Pressao Digital;11
Hospitalar;Medidores E Aplicadores;Pressao Arterial;Medidor Pressao Arterial;Aparelho Pressao Kit;3
Hospitalar;Mobilidade Reduzida;Ortopedia E Acessorios;Orteses Membros Superiores;Luvas Fitness;1
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Babador;Babador;5
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Caneca E Copo Infantil;Caneca Infantil;6
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Caneca E Copo Infantil;Copo Infantil;34
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Porta Mantimentos Infantil;Conunto Alimentacao;17
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Porta Mantimentos Infantil;Porta Alimentos;2
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Prato Infantil;Prato Infantil;1
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Prato Infantil;Prato Infantil Divisoria;3
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Prato Infantil;Prato Infantil Ventosa;2
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Talher Infantil;Alimentador Infantil;3
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Talher Infantil;Colher Infantil;11
Infantil;Acessorio Infantil;Acessorio Alimentacao Infantil;Talher Infantil;Conjunto Talher Infantil;3
Infantil;Acessorio Infantil;Acessorio Higiene Infantil;Acessorio Banhos;Banheiras;2
Infantil;Acessorio Infantil;Acessorio Higiene Infantil;Acessorio Perfumaria Infantil;Brinquedo Banheira;2
Infantil;Acessorio Infantil;Acessorio Higiene Infantil;Acessorio Perfumaria Infantil;Cutelaria Baby;17
Infantil;Acessorio Infantil;Acessorio Higiene Infantil;Acessorio Perfumaria Infantil;Organizador Banho;3
Infantil;Acessorio Infantil;Acessorio Higiene Infantil;Acessorio Perfumaria Infantil;Pente E Escova Baby;23
Infantil;Acessorio Infantil;Passeio E Seguranca Bebe;Passeio Bebe;Bolsa Termica;1
Infantil;Acessorio Infantil;Passeio E Seguranca Bebe;Passeio Bebe;Canguru;1
Infantil;Acessorio Infantil;Passeio E Seguranca Bebe;Passeio Bebe;Espelho Auto;1
Infantil;Acessorio Infantil;Passeio E Seguranca Bebe;Seguranca Bebe;Cuidado No Ambiente;2
Infantil;Acessorio Infantil;Passeio E Seguranca Bebe;Seguranca Bebe;Redutor Vaso Sanitario;4
Infantil;Acessorio Infantil;Passeio E Seguranca Bebe;Seguranca Bebe;Tapete Anti Derrapante;4
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Meninas;Bonecas;7
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Meninos;Bonecos;1
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Meninos;Carrinhos;5
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Unissex;Bolas;1
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Unissex;Brinquedos Unissex;1
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Unissex;Carrinhos;1
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Unissex;Chaveiros;2
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Unissex;Massa Modelar;1
Infantil;Brinquedos;Brinquedos Kids;Brinquedos Unissex;Pelucias;8
Infantil;Chupeta E Acessorios;Acessorio Chupetas;Porta Chupeta;Porta Chupeta;5
Infantil;Chupeta E Acessorios;Acessorio Chupetas;Prendedor Chupeta;Prendedor Chupeta;9
Infantil;Chupeta E Acessorios;Chupetas;Chupeta Comum;Chupeta Comum Intermediaria;20
Infantil;Chupeta E Acessorios;Chupetas;Chupeta Comum;Chupeta Comum Popular;55
Infantil;Chupeta E Acessorios;Chupetas;Chupeta Comum;Chupeta Comum Premium;14
Infantil;Chupeta E Acessorios;Chupetas;Chupeta Ortodontica;Chupeta Ortodontica Intermediaria;12
Infantil;Chupeta E Acessorios;Chupetas;Chupeta Ortodontica;Chupeta Popular Ortodontica;44
Infantil;Chupeta E Acessorios;Mordedor;Mordedor Intermediario;Mordedor Intermediario;7
Infantil;Chupeta E Acessorios;Mordedor;Mordedor Popular;Mordedor Popular;3
Infantil;Chupeta E Acessorios;Mordedor;Mordedor Premium;Mordedor Premium;5
Infantil;Cuidado Infantil;Banho Infantil;Cuidado Cabelos Infantil;Shampoo Baby;1
Infantil;Cuidado Infantil;Banho Infantil;Gel Banho Infantil;Gel Infantil Banho;6
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Balsamo Hidratante Infantil;1
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Colonia Infantil;20
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Creme De Pentear Inf;2
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Creme Hidratante Infantil;5
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Gel Infantil Baby;1
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Haste Flexivel;20
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Locao Hidratante Infantil;19
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Oleo Hidratante Infantil;6
Infantil;Cuidado Infantil;Banho Infantil;Pos Banho Infantil;Talco Infantil;15
Infantil;Cuidado Infantil;Banho Infantil;Sabonete Infantil;Kit Sabonete Infantil;8
Infantil;Cuidado Infantil;Banho Infantil;Sabonete Infantil;Sabonete Infantil Barra;29
Infantil;Cuidado Infantil;Banho Infantil;Sabonete Infantil;Sabonete Infantil Liquido;64
Infantil;Cuidado Infantil;Cuidado Cabelos Infantil;Cuidado Cabelos Baby;Condicionador Baby;26
Infantil;Cuidado Infantil;Cuidado Cabelos Infantil;Cuidado Cabelos Baby;Finalizador Baby;7
Infantil;Cuidado Infantil;Cuidado Cabelos Infantil;Cuidado Cabelos Baby;Shampoo Baby;42
Infantil;Cuidado Infantil;Cuidado Cabelos Infantil;Cuidado Cabelos Kids;Condicionador Kids;17
Infantil;Cuidado Infantil;Cuidado Cabelos Infantil;Cuidado Cabelos Kids;Finalizador Kids;15
Infantil;Cuidado Infantil;Cuidado Cabelos Infantil;Cuidado Cabelos Kids;Kit Shampoo E Cond Kids;5
Infantil;Cuidado Infantil;Cuidado Cabelos Infantil;Cuidado Cabelos Kids;Shampoo Kids;63
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Baby;Escova Dental Baby;9
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Baby;Gel Dental Baby;3
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Kids;Creme Dental Kids;26
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Kids;Enxaguante Bucal Kids;4
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Kids;Escova Dental Eletrica Kids;5
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Kids;Escova Dental Kids;57
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Kids;Fio Dental Kids;5
Infantil;Cuidado Infantil;Cuidado Oral Infantil;Cuidado Oral Kids;Gel Dental Kids;14
Infantil;Cuidado Infantil;Farmacinha Infantil;Aplicador E Aspirador;Aspirador Nasal;6
Infantil;Cuidado Infantil;Farmacinha Infantil;Aplicador E Aspirador;Compressas Refrescante P/Febre;2
Infantil;Cuidado Infantil;Farmacinha Infantil;Solucoes;Alivio Denticao;4
Infantil;Cuidado Infantil;Farmacinha Infantil;Solucoes;Anti Colicas Baby;11
Infantil;Cuidado Infantil;Farmacinha Infantil;Termometro Infantil;Termometro Adesivo;3
Infantil;Cuidado Infantil;Farmacinha Infantil;Termometro Infantil;Termometro Banheira;1
Infantil;Cuidado Infantil;Protecao Solar Baby;Protetor Solar Infantil Premium;Protetor Solar Infantil Premium Fps50;1
Infantil;Cuidado Mamae;Cuidado Corpo Mamae;Creme Gestante;Creme Antiestrias;2
Infantil;Cuidado Mamae;Cuidado Corpo Mamae;Hidratante Gestante;Creme Hidratante Mamae;3
Infantil;Cuidado Mamae;Cuidado Corpo Mamae;Tratamento Pele Gestante;Creme Antiestrias;1
Infantil;Cuidado Mamae;Cuidados Aleitamento;Armazenador Leite Materno;Recipiente Leite Materno;3
Infantil;Cuidado Mamae;Cuidados Aleitamento;Armazenador Leite Materno;Saquinho Leite Materno;4
Infantil;Cuidado Mamae;Cuidados Aleitamento;Bomba Tira Leite;Bomba Tira Leite Manual;4
Infantil;Cuidado Mamae;Cuidados Aleitamento;Concha Amamentacao;Concha Amamentacao;3
Infantil;Cuidado Mamae;Cuidados Seios;Absorvente Seios;Absorvente Seio Descartavel;8
Infantil;Cuidado Mamae;Cuidados Seios;Creme Para Seios;Creme Para Seio;2
Infantil;Cuidado Mamae;Cuidados Seios;Protetor Seios;Protetor Seios;9
Infantil;Fralda Infantil;Fralda De Pano;Fralda De Pano Meninas;Fralda De Pano Meninas;2
Infantil;Fralda Infantil;Fralda De Pano;Fralda De Pano Meninos;Fralda De Pano Meninos;2
Infantil;Fralda Infantil;Fralda De Pano;Fralda De Pano Unissex;Fralda De Pano Unissex;2
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Intermediaria;Fralda Infantil Intermediaria Pacotao;9
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Intermediaria;Fralda Infantil Intermediaria Pacote;32
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Intermediaria;Fralda Infantil Intermediaria Pacotinho;14
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Popular;Fralda Atacado Infantil;1
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Popular;Fralda Infantil Popular Pacotao;26
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Popular;Fralda Infantil Popular Pacote;19
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Popular;Fralda Infantil Popular Pacotinho;14
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Popular;Fralda Infantil Popular Super Pacote;7
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Premium;Fralda Infantil Premium Pacotao;8
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Premium;Fralda Infantil Premium Pacote;25
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Premium;Fralda Infantil Premium Pacotinho;4
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Premium;Fralda Infantil Premium Super Pacote;4
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Superpremium;Fralda Infantil Premium Pacote;1
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Superpremium;Fralda Infantil Superpremium Pacotao;5
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Superpremium;Fralda Infantil Superpremium Pacote;14
Infantil;Fralda Infantil;Fralda Descartavel Infantil;Fralda Infantil Superpremium;Fralda Infantil Superpremium Super Pacote;3
Infantil;Fralda Infantil;Fralda Descartavel Pants;Fralda Piscina;Fralda Atacado Pants;1
Infantil;Fralda Infantil;Fralda Descartavel Pants;Fralda Piscina;Fralda Piscina Pacote;3
Infantil;Fralda Infantil;Fralda Descartavel Pants;Fralda Shortinho;Fralda Atacado Pants;4
Infantil;Fralda Infantil;Fralda Descartavel Pants;Fralda Shortinho;Pants Short Pacotao;11
Infantil;Fralda Infantil;Fralda Descartavel Pants;Fralda Shortinho;Pants Short Pacote;34
Infantil;Fralda Infantil;Fralda Descartavel Pants;Fralda Shortinho;Pants Short Pacotinho;26
Infantil;Fralda Infantil;Fralda Descartavel Pants;Fralda Shortinho;Pants Short Super Pacote;1
Infantil;Mamadeira E Bico;Acessorio Mamadeira;Cuidados Mamadeira;Aquecedor Mamadeira;2
Infantil;Mamadeira E Bico;Acessorio Mamadeira;Limpeza Mamadeira;Escorredor Mamadeira;1
Infantil;Mamadeira E Bico;Acessorio Mamadeira;Limpeza Mamadeira;Escova Mamadeira;9
Infantil;Mamadeira E Bico;Acessorio Mamadeira;Limpeza Mamadeira;Esterilizador Mamadeira;2
Infantil;Mamadeira E Bico;Bico Mamadeira;Bico Intermediario Mamadeira;Bico Intermediario Latex;1
Infantil;Mamadeira E Bico;Bico Mamadeira;Bico Intermediario Mamadeira;Bico Intermediario Silicone;10
Infantil;Mamadeira E Bico;Bico Mamadeira;Bico Popular Mamadeira;Bico Popular Latex;12
Infantil;Mamadeira E Bico;Bico Mamadeira;Bico Popular Mamadeira;Bico Popular Silicone;24
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Intermediaria;Mamadeira Intermediaria 150ml;3
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Intermediaria;Mamadeira Intermediaria 160ml;1
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Intermediaria;Mamadeira Intermediaria 240ml;4
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Intermediaria;Mamadeira Intermediaria 250ml;9
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Intermediaria;Mamadeira Intermediaria 260ml;2
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Intermediaria;Mamadeira Intermediaria 330ml;6
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Intermediaria;Mamadeira Intermediaria 70ml;1
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Kit Mamadeira Popular;12
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 120ml;11
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 125ml;20
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 140ml;2
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 150ml;4
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 180ml;1
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 240ml;7
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 250ml;11
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 260ml;11
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 300ml;9
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 330ml;1
Infantil;Mamadeira E Bico;Mamadeiras;Mamadeira Popular;Mamadeira Popular 50ml;4
Infantil;Nutricao Infantil;Nutricao Bebe;Formula Infantl;Formula Infantil Acessivel;2
Infantil;Nutricao Infantil;Nutricao Bebe;Formula Infantl;Formula Infantil Especial;17
Infantil;Nutricao Infantil;Nutricao Bebe;Formula Infantl;Formula Infantil Premium;37
Infantil;Nutricao Infantil;Nutricao Bebe;Papinha;Papinha Refeicao;4
Infantil;Nutricao Infantil;Nutricao Bebe;Papinha;Papinha Sobremesa;11
Infantil;Nutricao Infantil;Nutricao Kids;Cereal Infantil;Cereal Infantil;30
Infantil;Nutricao Infantil;Nutricao Kids;Leite Infantil;Composto Lacteo;6
Infantil;Nutricao Infantil;Nutricao Kids;Leite Infantil;Leite Infantil;21
Infantil;Nutricao Infantil;Nutricao Kids;Suplemento Infantil;Suplemento Infantil;34
Infantil;Troca De Fralda;Cuidado Assaduras;Prevencao Assaduras;Creme Prevencao Assaduras;50
Infantil;Troca De Fralda;Cuidado Assaduras;Tratamento Assadura;Creme Tratamento Assaduras;14
Infantil;Troca De Fralda;Cuidado Assaduras;Tratamento Assadura;Locao Tratamento Assaduras;1
Infantil;Troca De Fralda;Lenco Umedecido Infantil;Lenco Umecido Infantil;Kit Lenco Umedecido Infantil;7
Infantil;Troca De Fralda;Lenco Umedecido Infantil;Lenco Umecido Infantil;Lenco Umedecido Infantil;4
Infantil;Troca De Fralda;Lenco Umedecido Infantil;Lenco Umecido Infantil;Lenco Umedecido Infantil Flowpack;50
Infantil;Troca De Fralda;Lenco Umedecido Infantil;Lenco Umecido Infantil;Lenco Umedecido Infantil Pote;2
Infantil;Troca De Fralda;Lenco Umedecido Infantil;Toalha Umecida Infantil;Toalha Umedecida Infantil;7
Medicamentos;Medicamento Otc;Otc Generico;Antifungicos;Miconazol;5
Medicamentos;Medicamento Otc;Otc Generico;Antifungicos;Terbinafina Micose De Pele;1
Medicamentos;Medicamento Otc;Otc Generico;Antiinflamatorios;Diclofenaco Dietilamonio;1
Medicamentos;Medicamento Otc;Otc Generico;Antiparasitario;Mebendazol;1
Medicamentos;Medicamento Otc;Otc Generico;Dermatologico;Cetoconazol Micose De Pele;7
Medicamentos;Medicamento Otc;Otc Generico;Dermatologico;Clotrimazol Micose De Pele;3
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Aas Dor/Febre;1
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Dipirona 500mg;1
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Dipirona Monoidratada;1
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Dipirona Sodica;32
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Dipirona Sodica/Cafeina;2
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Ibuprofeno;9
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Naproxeno;6
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Neomicina/Bacitracina;2
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Paracetamol;45
Medicamentos;Medicamento Otc;Otc Generico;Dor E Febre;Paracetamol/Cafeina;2
Medicamentos;Medicamento Otc;Otc Generico;Gastro;Hidrox. Aluminio;3
Medicamentos;Medicamento Otc;Otc Generico;Gastro;Simeticona (Dimeticona);28
Medicamentos;Medicamento Otc;Otc Generico;Gastroenterologia;Simeticona;1
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Acetilcisteina;13
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Ambroxol;6
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Bromexina;4
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Carbocisteina;3
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Cloperastina;1
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Dexclorfeniramina;10
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Fexofenadina;3
Medicamentos;Medicamento Otc;Otc Generico;Gripe E Antialergico;Loratadina;8
Medicamentos;Medicamento Otc;Otc Marca;Anticoncepcionais;Drospirenone;1
Medicamentos;Medicamento Otc;Otc Marca;Antifungicos;Cloridrato De Amorolfina;1
Medicamentos;Medicamento Otc;Otc Marca;Antiinflamatorios;Glucosamiina/Condroitina;2
Medicamentos;Medicamento Otc;Otc Marca;Antiparasitario;Benzila;1
Medicamentos;Medicamento Otc;Otc Marca;Antiparasitario;Deltametrina;1
Medicamentos;Medicamento Otc;Otc Marca;Antitabagismo;Caladium;1
Medicamentos;Medicamento Otc;Otc Marca;Antitabagismo;Nicotina;7
Medicamentos;Medicamento Otc;Otc Marca;Dermatologico;Ac Salicilico/Associacoes;3
Medicamentos;Medicamento Otc;Otc Marca;Dermatologico;Acido Undecilenico;1
Medicamentos;Medicamento Otc;Otc Marca;Dermatologico;Acido Zelaico;2
Medicamentos;Medicamento Otc;Otc Marca;Dermatologico;Cetoconazol Micose De Pele;10
